sessions:   0%|          | 0/8 [00:00<?, ?it/s]sessions: 100%|██████████| 8/8 [00:00<00:00, 100162.48it/s]
    Index      rate  region      snr    waveform_duration
950930814   6.93918  VISp       3.08                 0.4
950930866   4.57191  VISp       3.28                 0.55
950930888   1.90117  VISp       2.46                 0.7
950930944   0.34106  VISp       1.62                 0.71
950930964  13.3881   VISp       3.6                  0.26
950930985  41.9196   VISp       4.32                 0.22
950931004   3.67782  VISp       1.91                 0.59
950931043   7.50737  VISp       2.61                 0.25
950931118   1.80604  VISp       1.76                 0.62
950931164   1.72077  VISp       3.98                 0.59
950931181   6.15819  VISp       2.37                 0.67
950931236   0.38073  VISp       2.27                 0.45
950931254  55.6016   VISp       2.64                 0.3
950931272   0.64764  VISp       2.09                 0.59
950931315  15.5536   VISp       1.99                 0.19
950931363   5.43359  VISp       2.28                 0.32
950931423   4.64907  VISp       3.36                 0.41
950931458  15.5828   VISp       5.64                 0.56
950931517   8.14701  VISp       2.12                 0.62
950931533   4.27228  VISp       5.34                 0.62
950931565  15.8219   VISp       2.84                 0.58
950931581   3.78957  VISp       3.71                 0.58
950931617   4.65312  VISp       2.79                 0.3
950931656  14.3684   VISp       2.1                  0.59
950931727  15.3925   VISp       4.66                 0.51
950931751   3.86164  VISp       4.14                 0.6
950931770   8.22719  VISp       2.71                 0.63
950931805   1.84301  VISp       2.26                 0.65
950931853   5.64317  VISp       2.2                  0.29
950931878   1.16089  VISp       3.24                 0.62
950931899  13.7626   VISp       3.51                 0.56
950931959   2.44007  VISp       2.98                 0.55
950932032   8.53408  VISp       2.8                  0.58
950932087  13.0033   VISp       2.96                 0.23
950932102   4.72468  VISp       2.92                 0.23
950932445   1.69595  VISp       2.33                 0.36
950932563  16.9835   VISp       2.59                 0.29
950932578   2.42751  VISp       2.25                 0.41
950932696   0.38603  VISp       5.51                 0.67
950933698   1.17522  VISp       2.94                 0.82
950933732   2.03369  VISp       2.65                 0.58
950933840   4.97061  VISp       2.2                  0.32
950933890   1.41295  VISp       2.65                 0.66
950933907   0.91496  VISp       2.36                 0.74
950933924   0.77351  VISp       1.63                 0.62
950933960   0.64587  VISp       2.04                 0.69
950934181   1.09204  VISp       2.53                 0.58
950934728  12.7214   LGd        2.4                  0.21
950934765  12.7149   LGd        3.12                 0.29
950934843   5.55541  LGd        1.06                 0.15
950934971  10.0716   LGd        4.28                 0.26
950934992   9.93436  LGd        4.56                 0.25
950935070   3.31609  LGd        1.84                 0.29
950935165  11.7639   LGd        3.81                 0.26
950935201  15.4338   LGd        2                    0.43
950935269  19.1839   LGd        2.87                 0.41
950935285  27.8043   LGd        4.07                 0.25
950935317   3.41745  LGd        3.76                 0.21
950935402  31.4474   LGd        3.13                 0.41
950935460   9.52704  LGd        2.92                 0.59
950935478   0.26743  LGd        3.04                 0.41
950935499   8.28763  LGd        4.27                 0.48
950935575   8.30124  LGd        2.06                 0.65
950935610  14.3983   LGd        3.47                 0.44
950935658   3.77243  LGd        2.68                 0.55
950935720  38.8113   LGd        2.69                 0.3
950935755  66.128    LGd        3.41                 0.89
950935907  12.9357   LGd        2.16                 1.39
950935925   6.39487  LGd        2.25                 0.49
950935942   4.05917  LGd        2.34                 0.47
950935975   7.53707  LGd        4.38                 0.43
950936008  16.7165   LGd        2.51                 0.44
950936025  16.7267   LGd        5.28                 0.45
950936093  14.578    LGd        3.93                 1.15
950936113  13.9947   LGd        2                    1.57
950936162   9.5854   LGd        3.16                 0.41
950936177  16.4322   LGd        2.93                 0.45
950936194  11.7358   LGd        2.68                 0.44
950936224  14.2191   LGd        3.7                  0.54
950936272   6.13243  LGd        2.43                 0.34
950936292  15.1294   LGd        4.66                 0.43
950936326  19.2965   LGd        4.37                 0.43
950936345  13.6863   LGd        2.2                  0.45
950936412  14.7974   LGd        3.02                 0.85
950936465  16.2184   LGd        4.04                 0.48
950936482  15.8627   LGd        1.04                 0.45
950939257  18.3743   VISl       2.34                 0.3
950939347   2.61497  VISl       2.08                 1.22
950939479  10.2557   VISl       1.54                 0.78
950939509   3.81543  VISl       3.64                 0.25
950939523   1.31989  VISl       3.94                 0.63
950939641   3.04877  VISl       2.84                 1.28
950939678   8.18585  VISl       4.4                  0.29
950939945   2.81073  VISl       3.87                 0.58
950940001   4.01317  VISl       4.26                 0.6
950940023   7.89288  VISl       1.04                 0.74
950940040   5.20075  VISl       0.82                 1.41
950940104   8.70367  VISl       1.9                  0.22
950940121   6.53258  VISl       0.81                 1.33
950940157   0.57775  VISl       1.57                 0.19
950940171   7.64186  VISl       2.42                 0.58
950940185   6.73251  VISl       4.43                 0.62
950940200  15.8082   VISl       2.53                 0.63
950940219   1.50392  VISl       2.55                 0.63
950940237  16.3273   VISl       3.76                 0.71
950940311   0.94373  VISl       1.09                 1.39
950940389   2.56626  VISl       3.03                 0.62
950940437   0.5901   VISl       4.33                 0.65
950940453   4.89926  VISl       2.54                 0.69
950940467   1.72347  VISl       2.8                  0.63
950940507   2.80139  VISl       2.41                 0.66
950940526   2.12238  VISl       3.74                 0.7
950940545   1.94666  VISl       3.68                 0.7
950940562   1.52397  VISl       5.43                 0.7
950940615  13.9209   VISl       0.97                 1.72
950940631   0.71587  VISl       1.82                 0.63
950940649   2.00139  VISl       1.62                 1.39
950940671   1.10616  VISl       0.68                 0.62
950940688   2.65267  VISl       1.79                 0.56
950940718   1.59241  VISl       3.49                 0.63
950940753   1.05247  VISl       4.37                 0.33
950940859   1.85745  VISl       3.24                 0.62
950940928   1.00002  VISl       2.46                 0.63
950941060   1.83553  VISl       2                    0.67
950941256   5.44813  VISl       2.05                 0.22
950941494  17.5357   LGd        1.42                 0.88
950941529   6.43849  LGd        2.84                 0.49
950941583   7.44661  LGd        1.08                 0.76
950942129   1.12143  VISl       2.06                 0.21
950942155   9.60638  VISl       4.11                 0.54
950942199   7.37391  VISl       0.76                 1.36
950942235   3.58217  VISl       2.25                 0.71
950942252   0.21851  VISl       1.3                  0.66
950942304   0.39704  VISl       2.9                  0.62
950942974   3.21411  VISl       3.39                 0.66
950943082   0.54981  VISl       5.37                 0.58
950947763  15.2416   LGd        1.93                 0.48
950947778  10.0934   LGd        3.22                 0.51
950947798  15.5191   LGd        4.06                 0.47
950947832   5.47898  LGd        2.29                 0.43
950947849   3.51404  LGd        3.65                 0.36
950947868   7.08302  LGd        2.19                 0.4
950947941  11.725    LGd        3.52                 0.47
950947963   7.46105  LGd        2.36                 0.54
950947990   9.01898  LGd        1.32                 0.56
950948009   6.80801  LGd        3.05                 0.43
950948026   4.20686  LGd        3.27                 0.49
950948063  13.1639   LGd        4.13                 0.47
950948092   9.43762  LGd        3.11                 0.45
950948139  16.8665   LGd        2.83                 0.51
950948174   4.07984  LGd        3.64                 0.47
950948210   6.62159  LGd        5.17                 0.51
950948246   2.45243  LGd        4.64                 0.47
950948281   5.63756  LGd        4.9                  0.47
950948306   8.96757  LGd        3.37                 0.43
950948371  18.7248   LGd        2.04                 0.63
950948396   4.46338  LGd        2.99                 0.41
950948414  11.3491   LGd        2.7                  0.43
950948488   5.36422  LGd        3.48                 0.45
950948527   3.62444  LGd        3.84                 0.49
950948547   7.06754  LGd        3.79                 0.41
950948564   3.26946  LGd        4.52                 0.45
950948631   4.16209  LGd        2.85                 0.45
950948648  11.4897   LGd        2.63                 0.41
950948683   7.33351  LGd        3.06                 0.47
950948716   9.37157  LGd        4.15                 0.4
950948744  10.234    LGd        3.44                 0.44
950948778   8.02955  LGd        4.5                  0.54
950948793  10.362    LGd        2.44                 0.43
950948826   6.42312  LGd        2.67                 0.44
950948853  12.1173   LGd        3.23                 0.4
950948867  11.1967   LGd        3.3                  0.44
950948881  11.1301   LGd        3.99                 0.47
950948970  10.116    LGd        1.38                 1.55
950950919  10.7349   VISrl      1.91                 0.36
950951153   1.91976  VISrl      2.52                 0.81
950951364  47.2423   VISrl      2.12                 0.29
950951511   1.78267  VISrl      1.31                 0.58
950951525   0.22422  VISrl      2.41                 1.3
950951577   1.16048  VISrl      3                    0.6
950951613   3.92759  VISrl      2.41                 0.65
950951636   2.04397  VISrl      4.02                 0.62
950951678   9.04941  VISrl      3.07                 0.49
950951702   5.16523  VISrl      2.25                 0.26
950951791   1.16899  VISrl      2.81                 0.59
950951829   2.73295  VISrl      2.41                 0.69
950951840   2.20069  VISrl      2.97                 0.71
950951851   5.37959  VISrl      0.62                 0.7
950951879  12.8585   VISrl      3.58                 0.19
950951891   4.22264  VISrl      4.12                 0.63
950951902   3.6639   VISrl      2.33                 0.7
950951940   2.15665  VISrl      4.19                 0.74
950951950   1.92153  VISrl      2.7                  0.69
950951979   1.96857  VISrl      2.78                 0.62
950952002   1.29507  VISrl      2.42                 0.58
950952213   3.95978  VISrl      2.33                 0.69
950952241   0.14228  VISrl      3.46                 0.66
950952256  11.0083   VISrl      3.29                 0.27
950952312   1.24335  VISrl      1.82                 0.95
950952336   2.25397  VISrl      2.71                 0.81
950952386   2.0447   VISrl      3.03                 0.67
950952881   2.49148  LGd        3.36                 0.51
950952969   6.62148  LGd        3.1                  0.41
950953187   0.8595   VISrl      2.61                 0.77
950953293   0.09046  VISrl      2.48                 1.51
950953417   0.88692  VISrl      2.69                 0.66
950955414  12.2376   VISrl      3.41                 0.38
950955543   1.98685  VISrl      1.9                  0.12
950955784   2.97306  VISrl      2.71                 0.25
950955833   9.20124  VISrl      2.21                 0.77
950955844  54.3907   VISrl      2.44                 0.32
950955897   2.56158  VISrl      1.1                  1.29
950955940   0.82222  VISrl      6.1                  0.54
950955951   2.36769  VISrl      3.58                 0.58
950955965  17.8649   VISrl      2.15                 0.54
950955974   4.96874  VISrl      5.2                  0.55
950956019   7.35075  VISrl      3.83                 0.51
950956030  13.0823   VISrl      2.77                 0.55
950956043  20.5837   VISrl      1.99                 0.49
950956100   2.67915  VISrl      2.03                 1.24
950956148  12.3785   VISrl      2.92                 0.52
950956205   2.0178   VISrl      3.42                 0.44
950956259   2.68569  VISrl      5.75                 0.56
950956297   4.21163  VISrl      2.26                 0.67
950956336   2.84064  VISrl      3.39                 0.69
950956386   2.07907  VISrl      2.82                 0.71
950956399   0.32164  VISrl      4.24                 0.66
950956413   2.92674  VISrl      3.66                 0.7
950956435   2.10608  VISrl      3.14                 0.69
950956493   1.28167  VISrl      3.3                  0.7
950956504   5.10074  VISrl      3.99                 0.67
950956514   1.74134  VISrl      2.99                 0.69
950956527   3.416    VISrl      4.03                 0.7
950956541   1.14916  VISrl      3.06                 0.62
950956563   1.00885  VISrl      2.23                 0.62
950956592   2.38358  VISrl      2.29                 0.7
950956604   7.6509   VISrl      2.25                 0.48
950956616   1.54713  VISrl      3.6                  0.69
950956630   2.3169   VISrl      2.76                 0.59
950956667   8.32086  VISrl      2.25                 0.62
950956680   1.17387  VISrl      2.67                 0.65
950956778  11.3859   VISrl      4.42                 0.18
950956835   1.64943  VISrl      2.89                 0.56
950956845   2.07326  VISrl      3.84                 0.38
950956870   0.64671  VISrl      5.22                 0.62
950956911   5.88515  VISrl      1.69                 1.76
950956952  19.3397   VISrl      3.18                 1.3
950957053   0.60039  VISrl      4.3                  0.66
950957270   1.54754  VISrl      2.95                 0.87
950957282   5.67952  VISrl      2.39                 0.29
950957295   3.9387   VISrl      3.44                 0.66
950957320   0.62199  VISrl      2.48                 0.62
950957408   0.20543  VISrl      3.78                 0.63

units per area: {'VISp': 62, 'VISl': 47, 'VISrl': 77, 'VISam': 31, 'VISpm': 51, 'LGd': 82}
drifting  n=  628  blanks=  30  levels=[  0.  45.  90. 135. 180. 225. 270. 315.]  duration=2.002 +/- 0.0007 s
static    n= 6000  blanks= 189  levels=[  0.  30.  60.  90. 120. 150.]  duration=0.250 +/- 0.0006 s
VISp   n= 62  tuned= 59.7%  median gOSI=0.218  median DSI=0.151
VISl   n= 47  tuned= 61.7%  median gOSI=0.203  median DSI=0.094
VISrl  n= 77  tuned= 37.7%  median gOSI=0.125  median DSI=0.175
VISam  n= 31  tuned= 58.1%  median gOSI=0.176  median DSI=0.149
VISpm  n= 51  tuned= 52.9%  median gOSI=0.189  median DSI=0.128
LGd    n= 82  tuned= 43.9%  median gOSI=0.139  median DSI=0.114
example unit: 950912164
GLM:   0%|          | 0/144 [00:00<?, ?it/s]GLM:   1%|          | 1/144 [00:03<08:04,  3.39s/it]GLM:   1%|▏         | 2/144 [00:05<05:53,  2.49s/it]GLM:   2%|▏         | 3/144 [00:07<05:05,  2.17s/it]GLM:   3%|▎         | 4/144 [00:08<04:44,  2.03s/it]GLM:   3%|▎         | 5/144 [00:10<04:27,  1.92s/it]GLM:   4%|▍         | 6/144 [00:12<04:17,  1.87s/it]GLM:   5%|▍         | 7/144 [00:14<04:15,  1.87s/it]GLM:   6%|▌         | 8/144 [00:16<04:45,  2.10s/it]GLM:   6%|▋         | 9/144 [00:18<04:25,  1.97s/it]GLM:   7%|▋         | 10/144 [00:20<04:16,  1.92s/it]GLM:   8%|▊         | 11/144 [00:22<04:06,  1.85s/it]GLM:   8%|▊         | 12/144 [00:23<04:02,  1.84s/it]GLM:   9%|▉         | 13/144 [00:25<04:00,  1.84s/it]GLM:  10%|▉         | 14/144 [00:27<03:55,  1.81s/it]GLM:  10%|█         | 15/144 [00:29<03:48,  1.77s/it]GLM:  11%|█         | 16/144 [00:30<03:48,  1.79s/it]GLM:  12%|█▏        | 17/144 [00:32<03:46,  1.79s/it]GLM:  12%|█▎        | 18/144 [00:34<03:45,  1.79s/it]GLM:  13%|█▎        | 19/144 [00:36<03:44,  1.80s/it]GLM:  14%|█▍        | 20/144 [00:38<03:42,  1.80s/it]GLM:  15%|█▍        | 21/144 [00:40<03:54,  1.90s/it]GLM:  15%|█▌        | 22/144 [00:42<03:47,  1.87s/it]GLM:  16%|█▌        | 23/144 [00:43<03:43,  1.84s/it]GLM:  17%|█▋        | 24/144 [00:45<03:39,  1.83s/it]GLM:  17%|█▋        | 25/144 [00:47<03:36,  1.82s/it]GLM:  18%|█▊        | 26/144 [00:49<03:38,  1.85s/it]GLM:  19%|█▉        | 27/144 [00:51<03:44,  1.92s/it]GLM:  19%|█▉        | 28/144 [00:53<03:38,  1.88s/it]GLM:  20%|██        | 29/144 [00:54<03:33,  1.85s/it]GLM:  21%|██        | 30/144 [00:56<03:25,  1.80s/it]GLM:  22%|██▏       | 31/144 [00:58<03:19,  1.77s/it]GLM:  22%|██▏       | 32/144 [01:00<03:14,  1.74s/it]GLM:  23%|██▎       | 33/144 [01:01<03:17,  1.78s/it]GLM:  24%|██▎       | 34/144 [01:03<03:13,  1.76s/it]GLM:  24%|██▍       | 35/144 [01:05<03:12,  1.77s/it]GLM:  25%|██▌       | 36/144 [01:07<03:22,  1.87s/it]GLM:  26%|██▌       | 37/144 [01:09<03:18,  1.85s/it]GLM:  26%|██▋       | 38/144 [01:11<03:14,  1.84s/it]GLM:  27%|██▋       | 39/144 [01:12<03:11,  1.82s/it]GLM:  28%|██▊       | 40/144 [01:14<03:06,  1.79s/it]GLM:  28%|██▊       | 41/144 [01:16<03:04,  1.79s/it]GLM:  29%|██▉       | 42/144 [01:18<03:02,  1.79s/it]GLM:  30%|██▉       | 43/144 [01:19<02:57,  1.76s/it]GLM:  31%|███       | 44/144 [01:22<03:22,  2.03s/it]GLM:  31%|███▏      | 45/144 [01:24<03:13,  1.95s/it]GLM:  32%|███▏      | 46/144 [01:26<03:03,  1.87s/it]GLM:  33%|███▎      | 47/144 [01:27<02:59,  1.85s/it]GLM:  33%|███▎      | 48/144 [01:29<02:53,  1.81s/it]GLM:  34%|███▍      | 49/144 [01:31<02:48,  1.77s/it]GLM:  35%|███▍      | 50/144 [01:32<02:45,  1.76s/it]GLM:  35%|███▌      | 51/144 [01:34<02:45,  1.77s/it]GLM:  36%|███▌      | 52/144 [01:36<02:43,  1.77s/it]GLM:  37%|███▋      | 53/144 [01:38<02:42,  1.78s/it]GLM:  38%|███▊      | 54/144 [01:40<02:52,  1.92s/it]GLM:  38%|███▊      | 55/144 [01:42<02:46,  1.87s/it]GLM:  39%|███▉      | 56/144 [01:44<02:42,  1.85s/it]GLM:  40%|███▉      | 57/144 [01:45<02:37,  1.81s/it]GLM:  40%|████      | 58/144 [01:47<02:33,  1.79s/it]GLM:  41%|████      | 59/144 [01:49<02:30,  1.77s/it]GLM:  42%|████▏     | 60/144 [01:51<02:27,  1.76s/it]GLM:  42%|████▏     | 61/144 [01:52<02:24,  1.74s/it]GLM:  43%|████▎     | 62/144 [01:54<02:22,  1.74s/it]GLM:  44%|████▍     | 63/144 [01:56<02:20,  1.73s/it]GLM:  44%|████▍     | 64/144 [01:58<02:21,  1.76s/it]GLM:  45%|████▌     | 65/144 [01:59<02:18,  1.75s/it]GLM:  46%|████▌     | 66/144 [02:01<02:16,  1.75s/it]GLM:  47%|████▋     | 67/144 [02:03<02:16,  1.77s/it]GLM:  47%|████▋     | 68/144 [02:05<02:30,  1.98s/it]GLM:  48%|████▊     | 69/144 [02:07<02:27,  1.97s/it]GLM:  49%|████▊     | 70/144 [02:09<02:24,  1.96s/it]GLM:  49%|████▉     | 71/144 [02:11<02:20,  1.92s/it]GLM:  50%|█████     | 72/144 [02:13<02:14,  1.87s/it]GLM:  51%|█████     | 73/144 [02:15<02:11,  1.85s/it]GLM:  51%|█████▏    | 74/144 [02:16<02:09,  1.84s/it]GLM:  52%|█████▏    | 75/144 [02:18<02:07,  1.84s/it]GLM:  53%|█████▎    | 76/144 [02:20<02:05,  1.84s/it]GLM:  53%|█████▎    | 77/144 [02:22<02:03,  1.84s/it]GLM:  54%|█████▍    | 78/144 [02:24<01:59,  1.81s/it]GLM:  55%|█████▍    | 79/144 [02:25<01:58,  1.82s/it]GLM:  56%|█████▌    | 80/144 [02:27<01:55,  1.80s/it]GLM:  56%|█████▋    | 81/144 [02:30<02:04,  1.97s/it]GLM:  57%|█████▋    | 82/144 [02:31<01:58,  1.91s/it]GLM:  58%|█████▊    | 83/144 [02:33<01:53,  1.86s/it]GLM:  58%|█████▊    | 84/144 [02:35<01:49,  1.82s/it]GLM:  59%|█████▉    | 85/144 [02:37<01:48,  1.83s/it]GLM:  60%|█████▉    | 86/144 [02:39<01:47,  1.85s/it]GLM:  60%|██████    | 87/144 [02:40<01:45,  1.86s/it]GLM:  61%|██████    | 88/144 [02:42<01:42,  1.83s/it]GLM:  62%|██████▏   | 89/144 [02:44<01:41,  1.84s/it]GLM:  62%|██████▎   | 90/144 [02:46<01:39,  1.85s/it]GLM:  63%|██████▎   | 91/144 [02:48<01:38,  1.86s/it]GLM:  64%|██████▍   | 92/144 [02:50<01:36,  1.85s/it]GLM:  65%|██████▍   | 93/144 [02:52<01:37,  1.90s/it]GLM:  65%|██████▌   | 94/144 [02:54<01:35,  1.92s/it]GLM:  66%|██████▌   | 95/144 [02:56<01:41,  2.08s/it]GLM:  67%|██████▋   | 96/144 [02:59<01:50,  2.29s/it]GLM:  67%|██████▋   | 97/144 [03:02<01:54,  2.44s/it]GLM:  68%|██████▊   | 98/144 [03:06<02:22,  3.11s/it]GLM:  69%|██████▉   | 99/144 [03:09<02:19,  3.10s/it]GLM:  69%|██████▉   | 100/144 [03:13<02:20,  3.19s/it]GLM:  70%|███████   | 101/144 [03:16<02:14,  3.13s/it]GLM:  71%|███████   | 102/144 [03:20<02:20,  3.35s/it]GLM:  72%|███████▏  | 103/144 [03:27<03:08,  4.60s/it]GLM:  72%|███████▏  | 104/144 [03:31<02:56,  4.40s/it]GLM:  73%|███████▎  | 105/144 [03:35<02:41,  4.14s/it]GLM:  74%|███████▎  | 106/144 [03:38<02:31,  3.99s/it]GLM:  74%|███████▍  | 107/144 [03:43<02:33,  4.15s/it]GLM:  75%|███████▌  | 108/144 [03:47<02:26,  4.06s/it]GLM:  76%|███████▌  | 109/144 [03:50<02:15,  3.87s/it]GLM:  76%|███████▋  | 110/144 [03:54<02:07,  3.76s/it]GLM:  77%|███████▋  | 111/144 [03:58<02:06,  3.83s/it]GLM:  78%|███████▊  | 112/144 [04:01<01:59,  3.74s/it]GLM:  78%|███████▊  | 113/144 [04:05<01:54,  3.71s/it]GLM:  79%|███████▉  | 114/144 [04:08<01:47,  3.57s/it]GLM:  80%|███████▉  | 115/144 [04:11<01:41,  3.51s/it]GLM:  81%|████████  | 116/144 [04:15<01:40,  3.61s/it]GLM:  81%|████████▏ | 117/144 [04:19<01:38,  3.65s/it]GLM:  82%|████████▏ | 118/144 [04:23<01:37,  3.76s/it]GLM:  83%|████████▎ | 119/144 [04:27<01:35,  3.82s/it]GLM:  83%|████████▎ | 120/144 [04:31<01:31,  3.80s/it]GLM:  84%|████████▍ | 121/144 [04:35<01:29,  3.88s/it]GLM:  85%|████████▍ | 122/144 [04:39<01:26,  3.93s/it]GLM:  85%|████████▌ | 123/144 [04:47<01:50,  5.28s/it]GLM:  86%|████████▌ | 124/144 [04:51<01:38,  4.93s/it]GLM:  87%|████████▋ | 125/144 [04:56<01:30,  4.74s/it]GLM:  88%|████████▊ | 126/144 [05:00<01:23,  4.66s/it]GLM:  88%|████████▊ | 127/144 [05:05<01:18,  4.63s/it]GLM:  89%|████████▉ | 128/144 [05:09<01:11,  4.46s/it]GLM:  90%|████████▉ | 129/144 [05:13<01:07,  4.53s/it]GLM:  90%|█████████ | 130/144 [05:17<00:58,  4.18s/it]GLM:  91%|█████████ | 131/144 [05:21<00:55,  4.24s/it]GLM:  92%|█████████▏| 132/144 [05:25<00:50,  4.24s/it]GLM:  92%|█████████▏| 133/144 [05:30<00:47,  4.32s/it]GLM:  93%|█████████▎| 134/144 [05:34<00:43,  4.30s/it]GLM:  94%|█████████▍| 135/144 [05:39<00:39,  4.35s/it]GLM:  94%|█████████▍| 136/144 [05:43<00:34,  4.34s/it]GLM:  95%|█████████▌| 137/144 [05:48<00:31,  4.51s/it]GLM:  96%|█████████▌| 138/144 [05:52<00:26,  4.49s/it]GLM:  97%|█████████▋| 139/144 [05:57<00:22,  4.58s/it]GLM:  97%|█████████▋| 140/144 [06:02<00:18,  4.56s/it]GLM:  98%|█████████▊| 141/144 [06:06<00:13,  4.55s/it]GLM:  99%|█████████▊| 142/144 [06:11<00:09,  4.53s/it]GLM:  99%|█████████▉| 143/144 [06:15<00:04,  4.56s/it]GLM: 100%|██████████| 144/144 [06:25<00:00,  6.09s/it]GLM: 100%|██████████| 144/144 [06:25<00:00,  2.68s/it]
median pseudo-R^2: orientation model 0.177, direction model 0.200 (units with pseudo-R^2 > 0.02, n=86)
