session,unit,cell_type,n_RUN,mrl_RUN,p_RUN,ppc_RUN,pref_RUN,n_REM,mrl_REM,p_REM,ppc_REM,pref_REM,n_nonREM,mrl_nonREM,p_nonREM,ppc_nonREM,pref_nonREM,mrl_null_mean,mrl_null_p95,p_shuffle,sig_RUN,sig_REM,sig_nonREM
Achilles-10252013,117,excitatory,420,0.09561961191222507,0.02140080736988074,0.006778296602727217,5.158759841827169,653,0.10118940417090685,0.0012329957685373429,0.00872125762615097,5.204990533064549,767,0.10557562770043483,0.00019019030072936694,0.009855281327740743,1.7888814968979672,0.043487122338364534,0.08086285104199756,0.024875621890547265,True,True,True
Achilles-10252013,118,excitatory,1294,0.15438386550413974,3.389355205877234e-14,0.023079416116653054,4.407134788647697,539,0.08816802703248203,0.015082207154320052,0.005929314003794535,5.696878205357051,736,0.09438251537885091,0.0014066882753045015,0.007559634799999897,1.8750371646934474,0.024399889104702543,0.04780436729904498,0.004975124378109453,True,True,True
Achilles-10252013,120,excitatory,1331,0.09465119690875776,6.481573701299462e-06,0.008213705353761381,3.7128384996468466,178,0.35796938572029263,6.099753237993855e-11,0.12321633015879961,0.6618414632530363,498,0.26162046927329574,8.91339748912859e-16,0.06657091434910298,1.4835020666794014,0.023567550665180494,0.046165200223778416,0.004975124378109453,True,True,True
Achilles-10252013,121,excitatory,2218,0.15312510490101144,1.9286186848906498e-23,0.023006813897878977,3.518614514256978,168,0.26232987454932666,8.039638846209403e-06,0.06324101675220957,0.6640584924123812,417,0.06498844695915718,0.1718821191586947,0.0018298047243126164,3.1800284376057073,0.019082656222394183,0.037732891391574236,0.004975124378109453,True,True,False
Achilles-10252013,123,excitatory,838,0.03275496085542979,0.4070641786279087,-0.00012057384466315619,4.910641976160017,165,0.17078195302681817,0.00796087586106701,0.023246758866725392,5.7473726295748495,419,0.21253015902965902,4.96341431214993e-09,0.04288478397204577,1.8632226373270806,0.029587959528031154,0.058455606673568014,0.39303482587064675,False,True,True
Achilles-10252013,125,excitatory,1855,0.1876813311669578,2.37797763174634e-29,0.0347039068162111,4.9045987181028075,499,0.12958381693486173,0.00022348405696132973,0.014817652289342313,6.243608680036257,701,0.06428442912920417,0.055144304936479385,0.002709819953936912,1.8503419356709967,0.020862848698779402,0.040777605220604175,0.004975124378109453,True,True,False
Achilles-10252013,126,excitatory,731,0.07263723751872321,0.021082054296346076,0.003913532888425865,4.224814087584024,108,0.213283902519071,0.0071070815686443784,0.03656936908379977,1.234435208556092,360,0.23244784945492913,2.8004156949011917e-09,0.05139699436724151,1.5308673858700312,0.034330689604367054,0.0629218911537689,0.024875621890547265,True,True,True
Achilles-10252013,129,excitatory,2131,0.04945681713904076,0.0054380063111075785,0.0019776415393468277,3.9503091712160945,1127,0.11800752998756693,1.4560908376116054e-07,0.013050045141878202,0.47090764368398386,1433,0.1187161716929112,1.5883465613567892e-09,0.013405047249229026,2.0444197227364245,0.01966945368752462,0.039527697683742355,0.009950248756218905,True,True,True
Achilles-10252013,135,inhibitory,9543,0.24402035767040203,2.7520234393356295e-251,0.05944737552926958,4.136142813577684,5464,0.3138597778758974,1.6074592926096734e-240,0.09834294240520465,4.355695352104483,5431,0.04160313080946753,8.245229847491585e-05,0.0015469771820066003,4.089184196589276,0.009363781234440777,0.018306364616543006,0.004975124378109453,True,True,True
Achilles-10252013,136,inhibitory,27105,0.42010345342550437,0.0,0.17645652812783522,4.56288032095833,2415,0.4627005098500527,1.0090704848469732e-238,0.2137661991650494,5.3868524813041585,6906,0.02085933894876853,0.049539103837859214,0.00029035244310609697,3.8439091556499445,0.006167646784896217,0.01085378834935251,0.004975124378109453,True,True,False
Achilles-10252013,137,excitatory,1613,0.0690650034365869,0.00045247712948454257,0.0041525863465318,3.6021072463571753,254,0.27139295139008746,5.453427015915906e-09,0.06999268795380428,0.31652041058793906,505,0.12126638456495652,0.0005835544566603804,0.012750586692173098,1.5939085744638108,0.021781893197486798,0.0387211751399744,0.004975124378109453,True,True,True
Achilles-10252013,140,inhibitory,14539,0.15728810332762064,6.5547207847295945e-158,0.024672463911974928,1.724699733651121,4779,0.20872925563350808,3.7837866149589575e-92,0.043367728005404865,2.158731211511638,7155,0.1408282094791153,1.1706539629844452e-62,0.01969557488207221,1.7607805428736782,0.007643312903497401,0.015901637347035334,0.004975124378109453,True,True,True
