session,unit,cell_type,mrl,pref_phase,rayleigh_p,entrained
Achilles-10252013,79,excitatory,0.29028388040397773,227.7875517532158,0.0050178396607600964,True
Achilles-10252013,82,excitatory,0.2817336386834218,235.7526535428128,4.1396425782091396e-19,True
Achilles-10252013,83,inhibitory,0.5535296144736152,245.33785895049814,2.0911761863947968e-30,True
Achilles-10252013,86,excitatory,0.1842736725044032,80.09879328178438,0.10611684288648383,False
Achilles-10252013,92,excitatory,0.3285416505829509,63.89341956407948,3.5334796588718146e-16,True
Achilles-10252013,94,excitatory,0.21021448941446308,226.02790356807245,0.031333429234669516,False
Achilles-10252013,97,inhibitory,0.2367213333301103,69.79143957153474,1.9131966954207793e-215,True
Achilles-10252013,98,excitatory,0.12339272471331234,89.3937691333916,0.44823723009512884,False
Achilles-10252013,101,excitatory,0.3042439204798317,254.57327973004806,2.570099855280403e-19,True
Achilles-10252013,103,excitatory,0.12940441201415903,99.6701462552754,0.06289936475525612,False
Achilles-10252013,107,inhibitory,0.3009392550846475,62.06984190140503,7.2530420428584e-311,True
Achilles-10252013,109,excitatory,0.188391476022535,278.59787277852763,0.02639237551912786,False
Achilles-10252013,112,excitatory,0.40092297491829926,228.04195079374148,2.1810813280444994e-25,True
Achilles-10252013,113,excitatory,0.09987074701230997,256.2921857894472,8.51229827045815e-06,True
Achilles-10252013,114,excitatory,0.12648688678814882,150.38379906133756,0.0123598615617873,False
Achilles-10252013,116,excitatory,0.1963569660937167,235.5416015255785,1.0480249088719824e-05,True
Achilles-10252013,117,excitatory,0.1600481660173513,171.64695071018133,0.18959866821998014,False
Achilles-10252013,118,excitatory,0.16779462215043883,227.40721202863406,2.36326727134738e-09,True
Achilles-10252013,123,excitatory,0.06738817926216914,274.72125469277995,0.029033141229448507,False
Achilles-10252013,125,excitatory,0.1540929540791581,310.3340342003704,1.2067679971566427e-06,True
Achilles-10252013,129,excitatory,0.1668214854110647,255.2502826189385,7.173036346990303e-05,True
Achilles-10252013,135,inhibitory,0.3225712519886524,228.31020082098522,8.547588551744378e-94,True
Achilles-10252013,136,inhibitory,0.4895441104097898,254.4888034396898,0.0,True
Achilles-10252013,137,excitatory,0.04517860423201704,212.88834676104142,0.22313953187139862,False
Achilles-10252013,140,inhibitory,0.17048285256905804,72.65368495249328,1.486553092009863e-42,True
Achilles-10252013,143,excitatory,0.17749443828476755,350.63704537195406,0.018007043351156094,False
Achilles-10252013,145,excitatory,0.2663093874657805,213.1715989915634,3.3192472686526266e-16,True
Achilles-10252013,146,excitatory,0.1322506803742749,282.5750444694993,1.2394427145476423e-10,True
Achilles-10252013,148,excitatory,0.5497426488305627,259.6119452032729,4.095637064976278e-38,True
Achilles-10252013,151,excitatory,0.1276865924982244,248.40638830995957,0.19615005994072277,False
Achilles-10252013,161,excitatory,0.16441934936946434,356.5184793543155,0.004503920059061361,True
Achilles-10252013,163,excitatory,0.14333055489279092,212.7772592176912,0.004245460394593614,True
Achilles-10252013,168,inhibitory,0.5588495577486827,251.8822561303824,0.0,True
Achilles-10252013,173,excitatory,0.2977725410025551,171.92698976657263,3.677530102780048e-18,True
Achilles-10252013,175,excitatory,0.2228444501168061,189.82915610023045,1.0070763715136548e-11,True
Achilles-10252013,176,excitatory,0.06362408942644225,277.16868568649824,0.004686869958331879,True
Achilles-10252013,177,excitatory,0.25814904105623987,234.97277585848735,1.74136398727539e-10,True
Achilles-10252013,178,inhibitory,0.38101498684828083,69.86501973428031,4.14213265577262e-205,True
Achilles-10252013,179,excitatory,0.15294690235611952,216.3937273214314,2.2042115998790652e-13,True
Achilles-10252013,182,excitatory,0.10540649534536276,237.78863576097723,0.00010130929876953296,True
Achilles-10252013,186,excitatory,0.11360892620732826,272.52440200046647,0.4568408695499695,False
Achilles-10252013,201,excitatory,0.12911572720899978,115.46598027125262,0.04954118235706016,False
