session,unit,n,mrl,pref,p,cell_type,significant
Achilles,28,751,0.042653069760287446,-1.2418419107826506,0.2551269401837047,excitatory,False
Achilles,29,2177,0.09306104832592149,0.2900954756437265,6.252651129704169e-09,excitatory,True
Achilles,33,3501,0.15471846961420974,-2.5009116977120764,2.502914598771357e-37,excitatory,True
Achilles,39,3669,0.12334599105486548,2.500724918035537,4.657381765089927e-25,excitatory,True
Achilles,41,800,0.07294033958140501,-2.5454749203861753,0.014132992254863676,excitatory,True
Achilles,43,497,0.2629138456000227,-2.0327108834479906,6.925373174194975e-16,excitatory,True
Achilles,48,22790,0.27387508757902834,1.558572738060048,0.0,inhibitory,True
Achilles,49,14534,0.16198511659525278,1.6055372000561565,3.7472283435027025e-166,inhibitory,True
Achilles,50,2433,0.11658327539595754,-2.6789028395947825,3.911951197431775e-15,excitatory,True
Achilles,51,1824,0.07109157430285527,-2.732580312359189,9.828266356423956e-05,excitatory,True
Achilles,52,2834,0.0356448069181028,-3.0756005267623996,0.027289483527539755,excitatory,True
Achilles,53,566,0.15094224918596766,-3.002733867239971,2.3565232174404563e-06,excitatory,True
Achilles,54,2485,0.0980039990925794,-3.0084652582637843,4.086847680994453e-11,excitatory,True
Achilles,55,4160,0.02329140484923042,1.1319396619546875,0.10468585058231794,excitatory,False
Achilles,56,1173,0.10855785685312923,1.1316289084445565,9.577906645944477e-07,excitatory,True
Achilles,57,2522,0.10212960105843805,2.774244372794298,3.531392057429605e-12,excitatory,True
Achilles,58,783,0.212486237027551,-2.9863527136832926,3.035409346394941e-16,excitatory,True
Achilles,59,538,0.1602893390624748,2.1621601255894793,9.192993510545396e-07,excitatory,True
Achilles,60,130,0.10565180964360482,3.101761627044546,0.23467384194116722,excitatory,False
Achilles,70,1414,0.0979069197434441,3.068002756008878,1.2628947189897206e-06,excitatory,True
Achilles,74,596,0.16315366864409775,-2.707823582523265,1.1729407205809014e-07,excitatory,True
Achilles,76,1742,0.08024968060449501,3.0025304955460013,1.322511738164108e-05,excitatory,True
Achilles,78,233,0.07010928223220886,-1.2816058686008538,0.31847388521071324,excitatory,False
Achilles,79,850,0.15745729779727652,-2.541836523570507,6.247925650622749e-10,excitatory,True
Achilles,82,2012,0.11050850199036102,-2.432236890021433,1.9903049411074433e-11,excitatory,True
Achilles,83,5524,0.490998993333304,-2.6037176798381703,0.0,inhibitory,True
Achilles,84,384,0.07485938305704508,1.4936126476114386,0.11623735536870675,excitatory,False
Achilles,86,582,0.023761479517037463,1.5668388918945244,0.7200995080331932,excitatory,False
Achilles,87,185,0.11201306641113734,2.9809774399546187,0.09805831795636898,excitatory,False
Achilles,89,209,0.1848058460063995,2.1932253608317716,0.0007596210140609371,excitatory,True
Achilles,90,277,0.06111110116598784,-1.6667652175427348,0.35573400747320405,excitatory,False
Achilles,92,2538,0.14592453728905433,-2.4097159704414026,2.5624561214941953e-24,excitatory,True
Achilles,93,1222,0.13367651900075145,-1.5626812200631808,3.0041478018904943e-10,excitatory,True
Achilles,94,845,0.1825303957951196,-2.4619625410279067,4.757375863952446e-13,excitatory,True
