,gOSI,OSI,pref_ori,gDSI,DSI,pref_dir,anova_F,anova_p,gOSI_p,gOSI_null_mean,peak_rate,mean_rate,split_half_r,split_half_pref_diff,pref_tf,baseline_rate,area,session,responsive,ori_selective
sub-718643564_ses-737581020_951858690,0.5658060025687124,0.9162297748903727,142.3347258183225,0.342719611870335,0.5030811456486012,319.48671492051903,38.87082757208465,3.494504025528526e-27,0.001996007984031936,0.10065376503614366,24.3795850967373,6.944176966803142,0.9820681739132429,2.1762802198109625,15.0,0.19982964523447333,VISrl,sub-718643564_ses-737581020,True,True
sub-718643564_ses-737581020_951858708,0.49659655410775566,0.6612886512535717,69.04985265422259,0.1153153829576037,0.20467860724663056,207.6863975940421,2.120756682590777,0.04696726266326038,0.001996007984031936,0.16854736594120662,3.4304615710144066,1.6444579213405417,0.6404782832717418,15.596580760413815,15.0,1.2989097484677552,VISrl,sub-718643564_ses-737581020,False,False
sub-718643564_ses-737581020_951858766,0.6745639275160219,0.9014238435768566,142.6968244538,0.042819256361042564,0.014609394125129132,147.34507690696265,107.14875282212076,1.2606929428605754e-46,0.001996007984031936,0.09323061637912917,28.909045741936204,10.299700195480014,0.960623677231624,2.616545520553558,15.0,0.14987427214733304,VISrl,sub-718643564_ses-737581020,True,True
sub-718643564_ses-737581020_951858785,0.20234097407756846,0.43581083541812343,138.74187270892162,0.06996350457599426,0.17891799983105325,151.36337834523053,25.471875181171445,1.590402914741765e-20,0.001996007984031936,0.03340258159544379,28.30967909891743,17.53535643805863,0.8609835286580699,7.0038557454882095,8.0,7.610301491109102,VISrl,sub-718643564_ses-737581020,True,True
sub-718643564_ses-737581020_951858805,0.22544714434943772,0.6201360732785436,32.77060610860419,0.18977686341280248,0.16447167569345367,347.38118400686716,8.507466158272084,2.5092824808913896e-08,0.001996007984031936,0.06838463203196775,11.790093325027913,6.0657654845866755,0.8504420497490354,20.14147978132083,2.0,0.4829230985275308,VISrl,sub-718643564_ses-737581020,True,True
sub-718643564_ses-737581020_951858856,0.05495036794682888,0.09618018083154913,179.82706215121644,0.010247356451812283,0.020080717067953988,304.42629265017257,2.549075442740595,0.017921358425340508,0.011976047904191617,0.021561851287687263,29.60866355684812,25.153974680404822,0.8755044392373729,12.905958819714442,4.0,19.35048703022754,VISrl,sub-718643564_ses-737581020,False,False
sub-718643564_ses-737581020_951858867,0.3145965581747298,0.5578333882044979,8.245676859264318,0.0451005735011499,0.03501853369852233,243.03048629779823,23.98121152755017,1.1662635607150938e-19,0.001996007984031936,0.05475316606413295,35.43712446362422,18.88007126442249,0.98943007333559,0.9820370788037849,8.0,8.7593678328521,VISrl,sub-718643564_ses-737581020,True,True
sub-718643564_ses-737581020_951858908,0.2026409724460802,0.265879787278476,114.28681757489939,0.0871275336266292,0.11952941306515473,172.62153037009585,22.671867817296288,7.1208473594879625e-19,0.001996007984031936,0.03769052760499096,28.542818427195233,17.48122855682591,0.9856615820349232,0.7747966815179552,8.0,2.4146416150851584,VISrl,sub-718643564_ses-737581020,True,True
sub-718643564_ses-737581020_951858918,0.21706898161145627,0.3442498672412517,11.533213799970651,0.1317343837622795,0.19714185974916515,6.025859579617665,37.143200062871635,2.028513878089577e-26,0.001996007984031936,0.04344494708703144,27.910064567034905,13.804266148223002,0.9590495521573997,4.681526100226904,1.0,20.532847164398923,VISrl,sub-718643564_ses-737581020,True,True
sub-718643564_ses-737581020_951858939,0.5950878125800326,0.8638426467660097,178.73060458149615,0.09668013110950997,0.08642083196021134,182.26333874460101,98.7455016998433,6.423867447849766e-45,0.001996007984031936,0.08089196837855799,20.516174685298143,7.4229498321868785,0.9898002915389034,0.847920907128298,15.0,0.7660281989412272,VISrl,sub-718643564_ses-737581020,True,True
sub-718643564_ses-737581020_951858950,0.14798141056932318,0.3953471634024456,52.08595068127362,0.0505825836285121,0.1483224362483049,74.78084996055438,4.285449289962954,0.0003122785132632837,0.001996007984031936,0.04446656591303206,3.996637329632455,2.8726007749495275,0.8562755549612296,10.668501980181418,2.0,1.8984049237031277,VISrl,sub-718643564_ses-737581020,True,True
sub-718643564_ses-737581020_951858981,0.06338918361225143,0.11343320608207585,121.88367071220387,0.0267677171145402,0.008008136331750005,350.6873176869706,7.2896946137854055,3.4100280765558965e-07,0.001996007984031936,0.02307877502312111,23.047284800293824,18.67046330690533,0.89233994336225,3.2411527663689412,1.0,14.904216651328246,VISrl,sub-718643564_ses-737581020,True,True
sub-718643564_ses-737581020_951859003,0.21064269314817444,0.25215483454529575,111.59990153210524,0.028390441258109054,0.00432178028877403,71.71546700726795,25.657884725867497,1.2463002908466319e-20,0.001996007984031936,0.045977794749382746,19.35045574834908,12.0107799784585,0.9422635720259922,3.995625329762902,2.0,7.04410285412305,VISrl,sub-718643564_ses-737581020,True,True
sub-718643564_ses-737581020_951859022,0.020964654431348526,0.04866785692478809,38.70401129740097,0.1343211643911988,0.23926675835260586,90.33445031759466,9.78095482069513,1.8165637283872516e-09,0.6147704590818364,0.027359163542260204,26.910919503272215,20.95749121285641,0.8937160917347516,57.72270391094779,2.0,15.403776371680562,VISrl,sub-718643564_ses-737581020,True,False
sub-718643564_ses-737581020_951859033,0.144841720324745,0.3068175147608872,34.71144277279406,0.05045882636559664,0.06235671851332852,341.91794113313233,10.906637412626656,1.9430798131309726e-10,0.001996007984031936,0.03826925253375804,7.660256864051681,4.912280221830313,0.9418525870876404,4.002382731911936,1.0,5.595325405921887,VISrl,sub-718643564_ses-737581020,True,True
sub-718643564_ses-737581020_951859066,0.20113095770635347,0.4545460348366313,9.262420294831365,0.049565957436452576,0.011254585490424606,293.2767690423252,25.399501889932893,1.749152595487614e-20,0.001996007984031936,0.03134231778616685,38.901019844086626,29.12150848760875,0.9946404855575603,2.2517160149842894,2.0,0.5328869572630209,VISrl,sub-718643564_ses-737581020,True,True
sub-718643564_ses-737581020_951859097,0.13067450564545693,0.07526606829490408,99.89957562307715,0.09869560380802225,0.010100252151205137,165.14485222032903,1.5895281217397297,0.14568603526322738,0.05389221556886228,0.06714606837711659,3.3305335205773092,2.539537743278658,0.5576213762928509,9.355632288659379,15.0,2.481257570083529,VISrl,sub-718643564_ses-737581020,False,False
sub-718643564_ses-737581020_951859136,0.14993935580454956,0.18252011541513416,8.981841427519623,0.015802511446275404,0.08362941062030961,19.47586147470079,2.2933829235788474,0.03197810205493867,0.003992015968063872,0.06182707094801572,30.64105873626727,23.497035028900665,0.5164060646965356,17.458032238022724,4.0,1.0657724170238008,VISrl,sub-718643564_ses-737581020,False,False
