unit,r2_hd,r2_hist,r2_both,mvl,pref_dir,hd_cell,mean_rate,is_fs
114,-0.007698416709899902,0.05235332250595093,0.049810588359832764,0.054114275621910284,3.562817862764444,False,22.76765464060097,True
115,-0.004914641380310059,0.026075303554534912,0.024432361125946045,0.01662768954907337,4.744240511550464,False,17.56502594399637,True
116,0.2281540036201477,0.13750123977661133,0.2780719995498657,0.7697983347621127,6.200068049377339,True,0.8131700355139566,False
117,0.1152922511100769,0.17093539237976074,0.23816591501235962,0.7684648550561646,1.4180889336087348,True,1.9543739697080331,False
118,0.4133794903755188,0.2490832805633545,0.45140957832336426,0.9527273157517296,3.9093174512453173,True,1.8033566773982985,False
119,0.013173818588256836,0.1675349473953247,0.1572105884552002,0.35487536227895927,0.26683051092278265,False,0.7086196023764479,False
120,-0.0037848949432373047,0.0017519593238830566,0.0003013014793395996,0.10037625334842658,3.387053432800125,False,1.124608627346853,False
121,-0.008180856704711914,0.028879404067993164,0.021234333515167236,0.17414285754625125,4.619284518445808,False,3.010941838981269,False
122,0.0007699131965637207,0.0036358237266540527,0.004721879959106445,0.13343916827703872,4.821062943091281,False,1.450429818447343,False
123,0.2899046540260315,-3.852550506591797,0.256478488445282,0.8535056244220659,5.812245603959616,True,1.3204332481440915,False
124,0.37549662590026855,0.2365201711654663,0.418539822101593,0.8901341160098587,4.741898686695054,True,3.0341752685673824,False
125,-0.015465974807739258,0.032773375511169434,0.026930630207061768,0.04989332856071537,3.910032590900368,False,11.427528294998174,True
126,0.2492339015007019,0.2158222794532776,0.30886000394821167,0.8040624288269627,2.75185291337037,True,8.126168586190492,False
127,0.1599942445755005,0.13755488395690918,0.21478056907653809,0.1553080517599394,1.2662687364476093,False,2.7415446911613395,False
128,0.21619242429733276,0.17747026681900024,0.27197784185409546,0.6089536914984374,0.20672938561356782,True,2.186708265569164,False
129,0.2504068613052368,0.06721466779708862,0.3071445822715759,0.9646308271732006,2.4070167734288845,True,0.6007501078694945,False
130,0.08291852474212646,0.10527974367141724,0.13617265224456787,0.25391247956359697,0.8586223483102668,True,2.7243962074192085,False
131,0.18957620859146118,0.12523460388183594,0.2413707971572876,0.7787395217097457,3.3343106670234706,True,2.2304092402668525,False
132,0.10189294815063477,0.01776641607284546,0.1259000301361084,0.7535997922207618,4.012450461981786,True,0.3341188445241019,False
133,0.31603991985321045,0.01856130361557007,0.35701578855514526,0.9287328773409366,0.3340818640583272,True,1.0372066779514753,False
134,0.18118739128112793,0.05112177133560181,0.20317518711090088,0.807961328591542,4.088300347912024,True,0.7943620210871032,False
135,0.1273706555366516,0.08908253908157349,0.1873335838317871,0.7836748822300388,1.433864129905291,True,0.6278557757199598,False
136,-0.03245067596435547,0.017555654048919678,0.021841049194335938,0.3448548320455616,4.528397212524731,False,1.2109042229524156,False
137,0.18603146076202393,0.10733574628829956,0.2780713438987732,0.9622584559887762,2.464438727340834,True,0.2605463175014106,False
138,0.3371521234512329,0.18910688161849976,0.39358264207839966,0.919754795893379,5.50894984392483,True,0.41211678670605284,False
139,0.3274775743484497,0.2060813307762146,0.363376259803772,0.9192494617911368,6.141330095572517,True,1.0504829234292543,False
140,0.3959517478942871,0.16868352890014648,0.45412999391555786,0.9350257655717314,3.3149669769068724,True,3.2311062431544357,False
141,0.1375880241394043,0.09130704402923584,0.26114553213119507,0.929031502974736,4.295967196427795,True,0.43092480113290627,False
142,0.09784138202667236,0.11637955904006958,0.17227703332901,0.20958366315570828,1.7189741080101166,True,2.5141889873543763,False
143,0.1622273325920105,0.14704900979995728,0.24150651693344116,0.4253190745289253,4.5913940407769775,True,3.855642957504951,False
144,0.14016783237457275,0.1024211049079895,0.1785452961921692,0.5789881050646652,3.49989017271649,True,3.9441512606901434,False
145,0.09847843647003174,0.12584835290908813,0.16790169477462769,0.2416626735511975,1.3984087790064326,True,4.4160111520462015,False
146,-0.02269113063812256,0.02407616376876831,0.01822662353515625,0.10046066220334442,4.8867772890716665,False,12.605241904256143,True
147,0.1539684534072876,0.15508794784545898,0.24296337366104126,0.6309917669056913,5.8054836622514685,True,2.4118512617964973,False
148,0.006999194622039795,0.04471045732498169,0.04643470048904419,0.1150625451907805,0.6855261009293713,True,20.391206700078552,True
149,-0.010339140892028809,0.07447397708892822,0.07177609205245972,0.06997606715019312,4.340168228887738,False,39.49904300397181,True
150,-0.009238958358764648,0.010038793087005615,0.005142688751220703,0.07894597843066797,3.7033545304612616,False,8.027149922002058,False
151,-0.01570868492126465,0.028226733207702637,0.023692786693572998,0.023414190443538624,4.4326864790438805,False,19.7196499496609,True
152,0.004832208156585693,0.07601064443588257,0.07627284526824951,0.11181254561057184,4.244102639873212,False,29.14578423888391,True
153,0.004237174987792969,0.01576167345046997,0.01711481809616089,0.10218516863848671,5.038428221863274,True,32.190469868454535,True
154,0.06509065628051758,0.09948211908340454,0.14892101287841797,0.6398614241707452,1.9290883727863437,True,2.079945124852025,False
155,-0.006153583526611328,0.0953977108001709,0.09420889616012573,0.03759083397878243,4.510980725236586,False,39.036033942934274,True
156,-0.0014967918395996094,0.05519527196884155,0.05344873666763306,0.05735361899040775,3.476156786824252,False,59.90573865710777,True
157,-0.08428573608398438,0.22613286972045898,0.20691734552383423,0.2235410501264211,5.696644601526042,False,0.9774635733014704,False
158,-0.0010286569595336914,0.04007023572921753,0.03956413269042969,0.07976140828733365,4.357317831467068,False,26.16526712912255,True
159,0.007524013519287109,0.03040456771850586,0.034389615058898926,0.09313888721550964,1.4692946302744518,True,25.40741478309934,True
160,0.29615867137908936,0.24339663982391357,0.3606475591659546,0.8750587715260191,5.377034600113504,True,1.0488233927445318,False
161,-0.011272311210632324,0.05404007434844971,0.051677167415618896,0.09486629458542495,4.290052551405158,False,11.907132662882937,False
162,0.2423868179321289,0.17889022827148438,0.2745124101638794,0.6033891013749317,5.892218744734592,True,4.359033931870734,False
163,-0.0053369998931884766,0.03358346223831177,0.03126490116119385,0.06965471973941834,3.8158433303688164,False,24.27118944095943,True
164,0.0061484575271606445,0.07170534133911133,0.07175147533416748,0.05085037477161659,6.202360420044354,False,44.48206047329815,True
165,0.12086689472198486,0.14985275268554688,0.2073535919189453,0.4459846935487036,2.2318988881663917,True,5.1749698518592275,False
166,0.2789490222930908,0.12148118019104004,0.29780495166778564,0.7920581266062443,5.998747860281575,True,2.1070507927024904,False
