unit_id,structure
950944182,VISl
950944205,VISl
950944303,VISl
950945495,VISl
950945531,VISl
950945543,VISl
950945582,VISl
950945593,VISl
950945605,VISl
950945646,VISl
950945672,VISl
950945685,VISl
950945713,VISl
950946133,VISl
950946153,VISl
950946185,VISl
950946637,VISl
950957508,VISrl
950957522,VISrl
950957653,VISrl
950957662,VISrl
950957747,VISrl
950957755,VISrl
950957765,VISrl
950957773,VISrl
950957782,VISrl
950957789,VISrl
950957833,VISrl
950957954,VISrl
950957961,VISrl
950957968,VISrl
950957976,VISrl
950957990,VISrl
950958000,VISrl
950958006,VISrl
950958015,VISrl
950958022,VISrl
950958029,VISrl
950958038,VISrl
950958047,VISrl
950958064,VISrl
950958072,VISrl
950958122,VISrl
950958130,VISrl
950958149,VISrl
950958337,VISrl
950958806,VISrl
950958817,VISrl
950958827,VISrl
950958877,VISrl
950958939,VISrl
950958948,VISrl
950958957,VISrl
