unit_id,structure
950951891,VISrl
950951902,VISrl
950951929,VISrl
950951940,VISrl
950951950,VISrl
950951966,VISrl
950951979,VISrl
950951991,VISrl
950952002,VISrl
950952057,VISrl
950952091,VISrl
950952108,VISrl
950952154,VISrl
950952169,VISrl
950952184,VISrl
950952213,VISrl
950952227,VISrl
950952241,VISrl
950952256,VISrl
950952272,VISrl
950952287,VISrl
950952300,VISrl
950952312,VISrl
950952323,VISrl
950952336,VISrl
950952349,VISrl
950952372,VISrl
950952386,VISrl
950952400,VISrl
950952413,VISrl
950952432,VISrl
950952448,VISrl
950952463,VISrl
950952499,VISrl
950953187,VISrl
950953200,VISrl
950953225,VISrl
950953240,VISrl
950953258,VISrl
950953277,VISrl
950953293,VISrl
950953310,VISrl
950953330,VISrl
950953382,VISrl
950953400,VISrl
950953417,VISrl
950953433,VISrl
950953457,VISrl
950953477,VISrl
950953497,VISrl
950955414,VISrl
950955489,VISrl
950955501,VISrl
950955531,VISrl
950955543,VISrl
950955556,VISrl
950955570,VISrl
950955613,VISrl
950955626,VISrl
950955716,VISrl
950955757,VISrl
950955770,VISrl
950955784,VISrl
950955795,VISrl
950955808,VISrl
950955833,VISrl
950955844,VISrl
950955869,VISrl
950955897,VISrl
950955912,VISrl
950955924,VISrl
950955940,VISrl
950955951,VISrl
950955965,VISrl
950955974,VISrl
950956009,VISrl
950956019,VISrl
950956030,VISrl
950956043,VISrl
950956052,VISrl
950956063,VISrl
950956100,VISrl
950956111,VISrl
950956121,VISrl
950956137,VISrl
950956148,VISrl
950956169,VISrl
950956193,VISrl
950956205,VISrl
950956216,VISrl
950956248,VISrl
950956259,VISrl
950956279,VISrl
950956297,VISrl
950956336,VISrl
950956373,VISrl
950956386,VISrl
950956399,VISrl
950956413,VISrl
950956423,VISrl
950956435,VISrl
950956449,VISrl
950956462,VISrl
950956493,VISrl
950956504,VISrl
950956514,VISrl
950956527,VISrl
950956541,VISrl
950956552,VISrl
950956563,VISrl
950956577,VISrl
950956592,VISrl
950956604,VISrl
950956616,VISrl
950956630,VISrl
950956656,VISrl
950956667,VISrl
950956680,VISrl
950956738,VISrl
950956766,VISrl
950956778,VISrl
950956802,VISrl
950956813,VISrl
950956824,VISrl
950956835,VISrl
950956845,VISrl
950956858,VISrl
950956870,VISrl
950956889,VISrl
950956911,VISrl
950956952,VISrl
950956986,VISrl
950957004,VISrl
950957020,VISrl
950957039,VISrl
950957053,VISrl
950957270,VISrl
950957282,VISrl
950957295,VISrl
950957308,VISrl
950957320,VISrl
950957333,VISrl
950957343,VISrl
950957408,VISrl
