unit_id,session,structure,mean_rate,max_rate,pref_dir,pref_ori,gOSI,gDSI,p_gOSI
950912564,715093703,VISam,0.07017522918579334,0.17984979213816538,315.0,135.0,0.25250543787274554,0.2768320190515444,0.015968063872255488
950912583,715093703,VISam,5.531428822053161,6.784855372733401,135.0,135.0,0.09027706598897138,0.08919776420636777,0.001996007984031936
950912591,715093703,VISam,0.12197173221186669,0.45295658007957446,180.0,0.0,0.5197706924998059,0.28061086946503766,0.001996007984031936
950912601,715093703,VISam,3.4895661465328804,4.662748293511586,270.0,90.0,0.08671698099124174,0.01944497616233667,0.007984031936127744
950912625,715093703,VISam,1.692575822886595,2.231462868102449,90.0,90.0,0.11080793215422087,0.07664215332761594,0.001996007984031936
950912636,715093703,VISam,2.1136500162422935,3.0784983834205617,135.0,135.0,0.18841261977484133,0.008446956917771482,0.001996007984031936
950912646,715093703,VISam,0.6098715499384598,1.2016996549249792,0.0,0.0,0.2717355285724516,0.0755119410554247,0.001996007984031936
950912656,715093703,VISam,0.12030084900498654,0.32405448147196453,0.0,0.0,0.32925533205095336,0.14926776982911766,0.001996007984031936
950912664,715093703,VISam,0.005847913854272525,0.01998314755100071,45.0,45.0,0.7142857550742652,0.21051811662141678,0.01996007984031936
950912676,715093703,VISam,3.1203242509725246,4.163397368628645,45.0,45.0,0.13529604055669417,0.03981526512391215,0.001996007984031936
950912978,715093703,VISam,0.1161235095128231,0.15527406382976833,135.0,135.0,0.056974929871756785,0.08456635668520934,0.6846307385229541
950912989,715093703,VISam,0.7903224916310843,1.2723773484274803,45.0,45.0,0.11753018224077683,0.1690444736083309,0.029940119760479042
950913000,715093703,VISam,0.9348343121395949,2.5445301608014113,270.0,90.0,0.6667525055313204,0.141722636806353,0.001996007984031936
950913010,715093703,VISam,0.057644149768363205,0.1532052404397421,225.0,45.0,0.27488120024748086,0.1771620781442628,0.029940119760479042
950913020,715093703,VISam,0.9005842718896158,1.2084545520007406,0.0,0.0,0.05409688140491262,0.03632028692095512,0.21157684630738524
950913031,715093703,VISam,0.11196042784075487,0.1731891533815062,90.0,90.0,0.12579260513140292,0.18460528085940894,0.4231536926147705
950913039,715093703,VISam,0.015872866700164082,0.059949342809656324,90.0,90.0,0.7311815714050081,0.5352545833571387,0.005988023952095809
950913096,715093703,VISam,0.5630950508068017,0.8392965230549502,270.0,90.0,0.11413876825299699,0.14317736754266483,0.041916167664670656
950913169,715093703,VISam,0.0075187845416915386,0.026644218912734,180.0,0.0,0.40061730447849675,0.39306610143866555,0.48502994011976047
950918175,715093703,VISpm,7.015170413303148,17.64520730339145,270.0,90.0,0.5312634196735974,0.0216471208592168,0.001996007984031936
950918191,715093703,VISpm,0.34168641975118735,0.5328859755972314,90.0,90.0,0.18984337827309977,0.10854994532322138,0.005988023952095809
950918209,715093703,VISpm,6.45452558100759,10.671589933857618,45.0,45.0,0.22101046863069443,0.07324923452564479,0.001996007984031936
