session,unit,cell_type,location,n_spikes,mrl,rayleigh_z,rayleigh_p,pref_phase,rate
Cicero_09012014,36,excitatory,lCA1,191,0.35870680012655703,24.576078575293444,9.777826832940368e-12,3.914273215690344,0.5227689858419292
Cicero_09012014,37,inhibitory,rCA1,1485,0.056595434183675214,4.756519108101489,0.008576501349702153,3.303961641523674,4.064460439661072
Cicero_09012014,38,inhibitory,rCA1,10665,0.2143746550380025,490.1259948871962,4.445242297587818e-216,3.5777205278691344,29.19021588483861
Cicero_09012014,39,inhibitory,rCA1,1510,0.26613143469810263,106.94717020705042,5.209433597621098e-48,3.560405917970544,4.1328856995880265
Cicero_09012014,40,excitatory,rCA1,42,0.06576124872840121,0.18163075704138326,0.8355343289144602,2.036524345804955,0.11495443667728285
Cicero_09012014,42,excitatory,rCA1,1343,0.1098955930178099,16.219466552840593,8.654132224874863e-08,3.7105619073016722,3.675804963275973
Cicero_09012014,44,excitatory,rCA1,63,0.18919248231114844,2.2550091078724157,0.10463114453589031,3.8834800390647786,0.17243165501592428
Cicero_09012014,45,excitatory,rCA1,34,0.12858963913587731,0.5622000399652352,0.5733294881436053,4.527875855367293,0.09305835350065755
Cicero_09012014,46,excitatory,rCA1,43,0.31163313937729853,4.175954183000483,0.014540350280775388,3.577030933817871,0.11769144707436102
Cicero_09012014,48,excitatory,rCA1,54,0.1663547256496644,1.4943903162826557,0.2251752615404937,3.057281387091082,0.1477985614422208
