session,subject,unit,direction,maze,track,mean_rate,si,si_null,p,sparsity,peak_rate,peak_loc,field_width,stability,n_spikes,is_place,testable
Achilles_10252013,Achilles,92,right,linear,1.6,5.713723737471368,1.9818574472604706,0.4807233412615185,0.0,0.2255404591937605,31.01373000597421,0.02,0.19999999999999996,0.993115505144205,606,True,True
Achilles_10252013,Achilles,93,right,linear,1.6,0.42428641614886403,1.6265760410704062,0.5709538911242716,0.002,0.24882636892598117,1.8395915624133217,0.06,0.15999999999999998,-0.0077403460185118435,45,False,True
Achilles_10252013,Achilles,94,right,linear,1.6,0.2828576107659093,1.0858303880187277,0.6677438489411232,0.016,0.4289224098734986,0.7895124551856733,0.26,0.35999999999999993,0.10955245872688417,30,False,True
Achilles_10252013,Achilles,95,right,linear,1.6,1.301145009523183,3.1450684121138495,0.41318068570451244,0.0,0.09544490850384788,15.90749548264497,0.02,0.07999999999999999,0.9803980079286555,138,True,True
Achilles_10252013,Achilles,96,right,linear,1.6,0.4714293512765156,1.9620910422273148,1.3254110793182545,0.088,0.16989982072007226,4.060480340812489,0.02,0.07999999999999999,0.8309952637795921,50,False,True
Achilles_10252013,Achilles,98,right,linear,1.6,0.21685750158719716,1.9596503765892992,1.6978455617707886,0.264,0.21004283935051085,1.0972212669672492,1.34,0.31999999999999995,0.7703195516015305,23,False,False
Achilles_10252013,Achilles,101,right,linear,1.6,0.13200021835742437,2.4522164690355344,0.33167311670504007,0.0,0.1580575706961554,0.9336777594603081,0.02,0.07999999999999999,0.7545817935662777,14,False,False
Achilles_10252013,Achilles,103,right,linear,1.6,0.7354297879913643,1.0116183422338227,0.4603028857388203,0.0,0.39088679184547537,3.4777203792394507,1.3800000000000001,0.19999999999999996,0.8294062447999985,78,True,True
Achilles_10252013,Achilles,109,right,linear,1.6,1.0371445728083342,1.7065520200801074,0.18950777959229362,0.0,0.2644292965692324,4.854367548668568,1.42,0.4799999999999999,0.8655205038471366,110,True,True
Achilles_10252013,Achilles,110,right,linear,1.6,0.13200021835742437,2.1006581596186447,0.34571569422427445,0.0,0.1998437430038903,0.9996190406771378,1.58,0.11999999999999998,0.05770621516683998,14,False,False
Achilles_10252013,Achilles,112,right,linear,1.6,0.8297156582466674,3.4561316844100554,0.4294922087104802,0.0,0.06842558481583774,12.338480861487541,0.02,0.07999999999999999,0.9878169578416514,88,True,True
