session,area,task,n_units,acc,sd,chance,kind
743475441,LP,direction,20,0.12604166666666666,0.013512789723484601,0.125,shuffled
743475441,LP,direction,40,0.12354166666666667,0.014870680978952432,0.125,shuffled
743475441,LP,direction,80,0.12125,0.023551804601770965,0.125,shuffled
743475441,LP,orientation,5,0.3147916666666667,0.05735753788978199,0.25,observed
743475441,LP,orientation,10,0.34270833333333334,0.051010194378727426,0.25,observed
743475441,LP,orientation,20,0.39333333333333337,0.02223610677354391,0.25,observed
743475441,LP,orientation,40,0.49124999999999996,0.0327633560552029,0.25,observed
743475441,LP,orientation,80,0.6091666666666666,0.023048861143232225,0.25,observed
743475441,LP,orientation,5,0.248125,0.023532446572055932,0.25,shuffled
743475441,LP,orientation,10,0.265625,0.01823720061059566,0.25,shuffled
743475441,LP,orientation,20,0.2475,0.022095122639271433,0.25,shuffled
743475441,LP,orientation,40,0.24979166666666663,0.01395522353417847,0.25,shuffled
743475441,LP,orientation,80,0.24729166666666666,0.018688556733407156,0.25,shuffled
743475441,CA1,direction,5,0.12479166666666666,0.020923762076750074,0.125,observed
743475441,CA1,direction,10,0.11937500000000001,0.01660274199241398,0.125,observed
743475441,CA1,direction,20,0.13124999999999998,0.00927024810886957,0.125,observed
743475441,CA1,direction,5,0.13020833333333331,0.01489401212642927,0.125,shuffled
743475441,CA1,direction,10,0.12229166666666667,0.021179417091443598,0.125,shuffled
743475441,CA1,direction,20,0.11583333333333334,0.014883809249576462,0.125,shuffled
743475441,CA1,orientation,5,0.23750000000000002,0.00978945010372561,0.25,observed
743475441,CA1,orientation,10,0.2533333333333333,0.014409680388158813,0.25,observed
743475441,CA1,orientation,20,0.2735416666666667,0.012840839255195812,0.25,observed
743475441,CA1,orientation,5,0.25520833333333337,0.01698523664506589,0.25,shuffled
743475441,CA1,orientation,10,0.263125,0.014371980359172648,0.25,shuffled
743475441,CA1,orientation,20,0.24770833333333334,0.019147408803514093,0.25,shuffled
754312389,VISp,direction,5,0.31354166666666666,0.08468256699449879,0.125,observed
754312389,VISp,direction,10,0.556875,0.06507707769765532,0.125,observed
754312389,VISp,direction,20,0.7575000000000001,0.07176833873265034,0.125,observed
754312389,VISp,direction,40,0.8716666666666666,0.04516943410955887,0.125,observed
754312389,VISp,direction,80,0.9325000000000001,0.009646530752325239,0.125,observed
754312389,VISp,direction,5,0.13416666666666668,0.01124228130269337,0.125,shuffled
754312389,VISp,direction,10,0.11833333333333335,0.02058181505871412,0.125,shuffled
754312389,VISp,direction,20,0.11854166666666666,0.00859737928415139,0.125,shuffled
754312389,VISp,direction,40,0.12062499999999998,0.011812702085279035,0.125,shuffled
754312389,VISp,direction,80,0.12124999999999998,0.016110512440984336,0.125,shuffled
754312389,VISp,orientation,5,0.505625,0.10257090196812914,0.25,observed
754312389,VISp,orientation,10,0.7758333333333334,0.07601626287987474,0.25,observed
754312389,VISp,orientation,20,0.9402083333333333,0.03593432957029625,0.25,observed
754312389,VISp,orientation,40,0.9814583333333333,0.017269061529542076,0.25,observed
