,session,area,gosi,osi,gdsi,dsi,p,pref_ori,pref_dir,waveform_duration,sg_gosi,sg_pref_ori,pref_tf,pref_sf,peak_rate,blank_rate,group,responsive
950912249,715093703,VISam,0.27084538104345574,0.42388281689512985,0.12379170167183356,0.2215105085119787,0.000999000999000999,32.92796058975647,67.14118461389317,1.49715242881072,0.13504061385119243,4.7759004692768325,4.0,0.02,15.886657041686794,14.10486437660968,HVA,True
950912283,715093703,VISam,0.05984315281297446,0.09757880167343987,0.07346787805278608,0.10070533787604201,0.33766233766233766,48.41118422055129,184.79570794620454,0.549413735343384,0.09661753965464233,47.675824116686094,1.0,0.08,12.922409069395657,8.392982285130946,HVA,True
950912293,715093703,VISam,0.2279148419613895,0.34451640185744464,0.13198792252435274,0.18367616412219306,0.002997002997002997,166.68130232271713,231.14423680542862,0.563149078726968,0.22941330718537303,3.8559510866838744,1.0,0.02,8.692782327062323,6.910885420183975,HVA,True
950912326,715093703,VISam,0.012616929525097423,0.019581955750418115,0.048179055817643875,0.15254203744860137,0.972027972027972,75.69355757857149,50.102968790549774,0.590619765494137,0.20395691699256596,103.97045534170012,8.0,0.02,15.853458671692026,7.3771689016546524,HVA,True
950912361,715093703,VISam,0.04030113160388867,0.018389475514213344,0.0533347712758048,0.43115008058543397,0.9120879120879121,52.839278673888025,288.43639040035384,0.563149078726968,0.1634279503303367,93.19058810333426,8.0,0.04,10.557806935827404,3.9800081949264214,HVA,True
950912384,715093703,VISam,0.21031158696036514,0.3974557437650131,0.12057329668771102,0.1584400441228984,0.000999000999000999,89.06611555206865,233.82682194358108,0.576884422110553,0.16708143587346325,80.30814495629264,1.0,0.08,7.42707860148814,3.3138940700072426,HVA,True
950912396,715093703,VISam,0.5879183534762774,0.6859478644470399,0.19880601138009235,0.2107835024700258,0.000999000999000999,88.41145938564071,263.69221005350636,0.700502512562814,0.4324470928617375,90.81926778842966,1.0,0.04,16.452828806434418,3.097414242216869,HVA,True
950912406,715093703,VISam,0.4081197648933646,0.49226149186356577,0.02865606903218736,0.020746814794778076,0.000999000999000999,9.217425265268368,108.4331182206185,0.727973199329983,0.2997319902320606,2.5569370310479504,2.0,0.04,12.289751879791492,3.0974126616860174,HVA,True
950912417,715093703,VISam,0.3048434420476207,0.43718889297777147,0.11828832413866086,0.07692382401736224,0.000999000999000999,16.844844709849184,72.18307662448461,0.755443886097152,0.1769592288603577,93.80922759439763,2.0,0.16,2.564527784081535,1.4820930380552513,HVA,True
950912427,715093703,VISam,0.6558428389283264,0.8910534721330163,0.20722438558934114,0.2241046164456302,0.000999000999000999,78.64786199419649,81.26691416373114,0.714237855946399,0.5974786124399788,82.54049284359603,4.0,0.04,19.28383605034444,6.378002705723842,HVA,True
950912448,715093703,VISam,0.19018317528381612,0.18909564632414547,0.11593191678775618,0.17430816863303444,0.001998001998001998,28.96591284595602,156.28251377731337,1.19497487437186,0.2152950922451641,179.6514651535215,4.0,0.16,6.394668446177974,4.013301987919113,HVA,True
950912460,715093703,VISam,0.253167316057823,0.1711810952361021,0.49366215903331734,0.8148151437732253,0.1108891108891109,12.953037161819184,16.698329015510115,0.604355108877722,0.16489929931911737,0.5339795322844422,1.0,0.32,3.263918314698416,1.4321399112888262,HVA,True
950912473,715093703,VISam,0.20289872052798968,0.3903733423354381,0.21021542244011754,0.299999262168856,0.000999000999000999,45.812117378702936,27.55934789294077,0.714237855946399,0.2612560542522075,6.020241908631689,4.0,0.08,5.628600813016785,0.2830947011762206,HVA,True
950912511,715093703,VISam,0.15511287279155542,0.19047767257047452,0.07127753416861647,0.19999920065728988,0.12787212787212787,155.88057540362607,341.9305762330546,0.700502512562814,0.1426683893717479,115.38691710273268,4.0,0.02,1.498745550149732,0.649458534820676,HVA,False
