session,unit,n_spikes,rate,mrl,mrl_unbiased,pref_phase,rayleigh_z,rayleigh_p,mrl_null_mean,mrl_null_p95,mrl_z,shuffle_p,burst,cell_type,mrl_cooled,pref_phase_cooled,n_spikes_cooled,rate_cooled,mrl_null_cooled,shuffle_p_cooled
Peter-MS21-180628-155921-concat,1955,381,0.30160980672016335,0.11361412462120692,0.10154092393064502,5.212011100349507,4.9180125084218345,0.0072446602938257025,0.06418543853922992,0.11387196196027671,1.6976253033192295,0.05970149253731343,0.9166666666666666,pyramidal,,,,,,
Peter-MS21-180628-155921-concat,1956,1978,1.565837789219116,0.042216862280148114,0.03574000651182442,3.2149851110065986,3.5253171254248032,0.029422448941926166,0.02504918629523069,0.05047279672991156,1.360106103832925,0.0945273631840796,2.125886524822695,pyramidal,0.08773677018313604,4.375345790597942,427.0,1.7323302316372995,0.05657908732145266,0.15920398009950248
Peter-MS21-180628-155921-concat,1958,66342,52.51810445519443,0.09685268420189172,0.09677556612993025,3.1037521437100266,622.3173121628422,3.207228994793584e-271,0.004901129467459284,0.009594247235800355,37.09984625781691,0.004975124378109453,0.7582021544299177,interneuron,0.22560899566572085,3.0801975258097736,10846.0,44.00199927948045,0.011383441626143515,0.004975124378109453
Peter-MS21-180628-155921-concat,1962,613,0.4852672218358534,0.0906875912873051,0.08126309485096647,5.007814805254918,5.04145863787139,0.006423847041098212,0.04677008010501221,0.09016823332320069,1.779257614053978,0.05472636815920398,3.1561181434599153,pyramidal,,,,,,
Peter-MS21-180628-155921-concat,1963,36273,28.71467852798028,0.08304979096023415,0.08288479026645068,3.0382878804368714,250.1845941309303,1.4691252665636355e-109,0.00525508929832177,0.010425446473958086,28.360401693774115,0.004975124378109453,0.6633629191321497,interneuron,0.19122007261267204,2.964880421431978,3991.0,16.191405045584222,0.015870130916875187,0.004975124378109453
Peter-MS21-180628-155921-concat,1964,5830,4.615184181571004,0.0985968001463249,0.0977314726099049,4.804453589458987,56.67534806471996,2.1297791545364116e-25,0.012358290433915706,0.023861326068752835,13.315137663365189,0.004975124378109453,0.6629001883239171,pyramidal,0.26060628849830464,4.731214677678285,646.0,2.6208087345145095,0.034261655476962236,0.004975124378109453
Peter-MS21-180628-155921-concat,1966,2052,1.6244181716267068,0.013996728594165944,0.0,4.47361814662521,0.40200406006709977,0.6690303911475356,0.02644264134232098,0.05255140763325549,-0.8643333333559187,0.7761194029850746,1.9833333333333334,pyramidal,0.2732667515807355,4.196428497871828,215.0,0.8722505850164389,0.07861185405175222,0.004975124378109453
Peter-MS21-180628-155921-concat,1970,7836,6.203187520890289,0.06648813220429335,0.0655255944376347,5.57970312060088,34.64038362938617,8.71305101044944e-16,0.01406750198999456,0.028914516833897914,6.714826894273428,0.004975124378109453,2.327473958333333,pyramidal,0.11286932112386971,5.26600872502779,1447.0,5.870449286133893,0.0363345095032726,0.004975124378109453
Peter-MS21-180628-155921-concat,1971,265,0.20978109916231835,0.17052466570662222,0.1593766898639365,4.708728554931724,7.705845327804145,0.00043161701893023804,0.08230494128041144,0.16354896060831584,2.0943160694334715,0.03482587064676617,6.246913580246913,pyramidal,,,,,,
Peter-MS21-180628-155921-concat,1973,3369,2.6669906531239644,0.04107190986108133,0.03728928166639932,4.980220367857065,5.683172095596344,0.003397461568270178,0.020836732178461048,0.03761545275863772,2.0390705593554155,0.01990049751243781,2.8447043534762835,pyramidal,0.14061917698357,4.171177733614002,886.0,3.594483806160767,0.04275373306139102,0.004975124378109453
Peter-MS21-180628-155921-concat,1976,6676,5.284900445311839,0.02875025550591502,0.02601707687965756,4.482778390172317,5.51822933149143,0.0040100295849565485,0.013691897547884503,0.028590211617785074,1.9972481627533905,0.05472636815920398,1.211574362165526,pyramidal,0.0874941794114189,4.103724916676451,1801.0,7.306620016812123,0.02900771430280393,0.004975124378109453
Peter-MS21-180628-155921-concat,1983,4885,3.8670968656902835,0.03144889633807847,0.028008666174218586,5.976137309680519,4.831426600114459,0.0079695516605196,0.016098809941484823,0.029627956127156213,2.08565644304597,0.029850746268656716,2.619047619047619,pyramidal,0.024911308662736456,2.5984383703673517,767.0,3.1117032498028308,0.04368519821182883,0.7860696517412935
Peter-MS21-180628-155921-concat,1985,4813,3.8100997368612766,0.02819627337686714,0.024235949572410636,5.0460281065835435,3.826478583066987,0.021778288445325873,0.016170283119463117,0.02996185345756763,1.5331006395152467,0.07462686567164178,3.35593220338983,pyramidal,0.1343747208105313,5.400332526797859,832.0,3.375406915040359,0.040139343463559934,0.004975124378109453
Peter-MS21-180628-155921-concat,1986,2586,2.0471468771085104,0.05622627544408032,0.05268557517364255,4.542519877098681,8.175365014110943,0.00028013082165704185,0.02087427824665233,0.03892713233172854,3.138171734304085,0.014925373134328358,1.7874999999999996,pyramidal,0.11353754003404895,3.9742035281422883,667.0,2.7060053032835567,0.04084309546960586,0.004975124378109453
Peter-MS21-180628-155921-concat,1987,8120,6.4280095290491515,0.027801857733857138,0.025492560040554866,3.808636661674791,6.276299542843492,0.001878792103319633,0.011606029165098236,0.023652184566697227,2.4618318181114036,0.024875621890547265,2.2398753894081,pyramidal,0.15042220019206964,4.013134508559963,1420.0,5.76091084057369,0.03138505164154614,0.004975124378109453
Peter-MS21-180628-155921-concat,1988,21504,17.023142476930165,0.07629812206749786,0.07599453281245724,3.211621689227625,125.18345938080041,3.596111943677519e-55,0.006330540340992341,0.01124578991670573,22.75473037508979,0.004975124378109453,0.6258787346221442,interneuron,0.18568236092718807,2.903124261378892,3560.0,14.44284689608615,0.0160769378845534,0.004975124378109453
Peter-MS21-180628-155921-concat,1991,1771,1.40197104383572,0.019662899234921472,0.0,3.169918672611888,0.6847210327974582,0.5042949902914489,0.02513824826345463,0.045687662207903684,-0.44054117643296786,0.6218905472636815,2.076305220883534,pyramidal,0.1760615100561365,2.8815299348680923,364.0,1.476740525330157,0.05863822989994904,0.004975124378109453
Peter-MS21-180628-155921-concat,1993,2901,2.2965093157354173,0.036626431882043245,0.03157737340030847,6.022278120980955,3.8916784815012764,0.020398104224075692,0.019754489056734003,0.038573803248460735,1.6330933835564347,0.06467661691542288,3.3820395738203963,pyramidal,0.03012009017686083,5.0110725246179895,536.0,2.174540993343308,0.0439103059468695,0.7164179104477612
Peter-MS21-180628-155921-concat,1994,356,0.2818191369878692,0.1709564135315712,0.1627621606769173,5.314049822758762,10.404489936617619,2.8463880537341268e-05,0.06279628252144855,0.12699405301011843,2.940535516983276,0.014925373134328358,2.1999999999999997,pyramidal,,,,,,
Peter-MS21-180628-155921-concat,1995,1485,1.1755657820982746,0.09897313612782178,0.09554280763720192,4.334038582884846,14.546587287339866,4.6674841787592767e-07,0.03126002909289223,0.05940157857714708,4.358636013691879,0.004975124378109453,2.7052845528455287,pyramidal,,,,,,
