session,unit,n_cooled,n_normal,rate_cooled,rate_normal,mrl_cooled_matched,mrl_normal_matched,mrl_cooled,mrl_normal,pref_cooled,pref_normal,rayleigh_p_cooled
Peter-MS21-180628-155921-concat,1518,985,6324,3.9961247732148477,5.006247815481137,0.1696505956240693,0.10203225477727229,0.16965059562406928,0.07370921993718732,3.3705005925521667,3.1344502914062384,4.0233032683418294e-13
Peter-MS21-180628-155921-concat,1528,6325,36444,25.660395117344073,28.85004670894917,0.3381573436612338,0.21043823534649797,0.33815734366123384,0.14084462643608467,4.713446479667002,4.63831039369627,1.485872204903e-312
Peter-MS21-180628-155921-concat,1542,229,1761,0.9290482975291372,1.3940547759428024,0.3486800705732462,0.14470710876868606,0.34952385876361003,0.1003115566923959,4.130106227622555,5.1979668602414115,3.315838970463692e-13
Peter-MS21-180628-155921-concat,1570,352,2234,1.428056771747844,1.7684942472778082,0.1563693943061306,0.08648727997143746,0.15574311527435053,0.03558710502683493,4.390595130854928,5.043711948121561,0.00018815448754341265
Peter-MS21-180628-155921-concat,1576,214,790,0.8681936055512461,0.6253851635404962,0.11574315641873562,0.1092224584439786,0.11449923803303647,0.03958178985102108,3.0909400597575933,3.4865540784447697,0.06031278302931024
Peter-MS21-180628-155921-concat,1588,6479,35827,26.285169954983758,28.36161297995615,0.23279198885678348,0.11543117968118262,0.2327919888567835,0.08194460800522843,3.054759165207789,2.976256134706367,2.3915718280074015e-152
Peter-MS21-180628-155921-concat,1598,440,2566,1.785070964684805,2.031314341322675,0.19399417865345736,0.1003384336306076,0.19341219965432963,0.050273690932247636,3.1374430875841437,3.265511319554488,6.191186230811579e-08
Peter-MS21-180628-155921-concat,1610,256,2098,1.0385867430893412,1.660833003934128,0.19903212864377387,0.16973318829339443,0.1990321286437739,0.1104566650014491,3.0200161672680466,3.5296423755013335,3.630676039984832e-05
Peter-MS21-180628-155921-concat,1625,928,5151,3.764876943698862,4.077669591641894,0.052698334900313816,0.04675711744037221,0.05269833490031381,0.023542970497813804,5.126866930218927,0.21519026141702544,0.07595885947892626
Peter-MS21-180628-155921-concat,1632,406,2573,1.647133662868252,2.0368557288477174,0.3316326273694869,0.22310917331164798,0.33133951828815406,0.15005076555132454,2.0081569215642667,1.764829228467621,1.94593065448373e-20
Peter-MS21-180628-155921-concat,1640,204,1290,0.8276238108993188,1.0211985581863798,0.08512051060590312,0.048176535087736,0.08533681171863762,0.010354716927786743,0.18230278927398508,1.6133007122567622,0.2265785693111741
Peter-MS21-180628-155921-concat,1644,505,3557,2.0487746299223333,2.8158164895108166,0.23065659014168,0.08465860109021854,0.23065659014167997,0.026381462553556164,4.4170234619102,4.715687657119151,1.5331953779836206e-12
Peter-MS21-180628-155921-concat,1676,834,5238,3.3835208739707445,4.1465411223102775,0.11868325452782442,0.0786801871556412,0.11830932910257451,0.02474951755222222,5.157163421451989,5.199198407671289,8.230320682525447e-06
Peter-MS21-180628-155921-concat,1690,411,3907,1.6674185601942157,3.092885865762935,0.141826534967922,0.178902851958022,0.141826534967922,0.07926898693259758,3.8613177590309893,5.223420235217327,0.0002487595776333412
Peter-MS21-180628-155921-concat,1695,7308,58234,29.648405931628538,46.09959444761678,0.186423788641178,0.1632070299066151,0.18642378864117798,0.10757306385013422,2.6642657451335507,2.629216683376958,5.805014398520554e-111
