session,region,location,firing_rate,beta,significant
1191f865-b10a-45c8-9c48-24a980fd9402,frontal_ctx,Orbital area medial part layer 2/3,3.641414134879737,0.08391714,False
1191f865-b10a-45c8-9c48-24a980fd9402,frontal_ctx,Orbital area medial part layer 2/3,14.61004068006645,0.016893756,False
1191f865-b10a-45c8-9c48-24a980fd9402,frontal_ctx,Orbital area medial part layer 2/3,2.955287538651262,0.017356018,False
1191f865-b10a-45c8-9c48-24a980fd9402,frontal_ctx,Orbital area medial part layer 5,17.005739936912907,-0.024831673,False
1191f865-b10a-45c8-9c48-24a980fd9402,frontal_ctx,Orbital area medial part layer 5,12.2764792199865,0.02235047,False
1191f865-b10a-45c8-9c48-24a980fd9402,frontal_ctx,Orbital area medial part layer 5,9.774780192185418,0.03687572,False
1191f865-b10a-45c8-9c48-24a980fd9402,frontal_ctx,Orbital area medial part layer 5,11.75361663879159,0.0055855424,False
1191f865-b10a-45c8-9c48-24a980fd9402,frontal_ctx,Orbital area medial part layer 5,10.744443121558536,-0.05525607,False
1191f865-b10a-45c8-9c48-24a980fd9402,frontal_ctx,Orbital area medial part layer 5,7.380473378963982,-0.017956555,False
1191f865-b10a-45c8-9c48-24a980fd9402,frontal_ctx,Orbital area medial part layer 5,1.2617279797210081,-0.21954583,False
1191f865-b10a-45c8-9c48-24a980fd9402,frontal_ctx,Orbital area ventrolateral part layer 5,12.385786044550551,-0.09844433,False
1191f865-b10a-45c8-9c48-24a980fd9402,frontal_ctx,Orbital area ventrolateral part layer 5,1.81818326336952,0.062514275,False
1191f865-b10a-45c8-9c48-24a980fd9402,frontal_ctx,Orbital area ventrolateral part layer 5,9.846316983420808,0.119995974,False
1191f865-b10a-45c8-9c48-24a980fd9402,frontal_ctx,Orbital area ventrolateral part layer 5,1.9598644022152782,0.018315857,False
1191f865-b10a-45c8-9c48-24a980fd9402,frontal_ctx,Orbital area ventrolateral part layer 5,13.937490409181919,-0.10993772,False
1191f865-b10a-45c8-9c48-24a980fd9402,frontal_ctx,Orbital area ventrolateral part layer 5,13.524282763457311,0.069392554,False
1191f865-b10a-45c8-9c48-24a980fd9402,frontal_ctx,Orbital area ventrolateral part layer 5,3.8582872294765607,0.19111958,False
1191f865-b10a-45c8-9c48-24a980fd9402,frontal_ctx,Orbital area ventrolateral part layer 5,6.190804356837746,-0.25141245,False
1191f865-b10a-45c8-9c48-24a980fd9402,frontal_ctx,Orbital area ventrolateral part layer 5,1.3546735916910755,-0.16993344,False
1191f865-b10a-45c8-9c48-24a980fd9402,frontal_ctx,Orbital area ventrolateral part layer 5,11.574165466617172,-0.11851785,False
1191f865-b10a-45c8-9c48-24a980fd9402,frontal_ctx,Orbital area ventrolateral part layer 5,4.5348407757830245,-0.039368648,False
1191f865-b10a-45c8-9c48-24a980fd9402,frontal_ctx,Orbital area ventrolateral part layer 5,6.386268630699891,-0.056214903,False
1191f865-b10a-45c8-9c48-24a980fd9402,frontal_ctx,Orbital area ventrolateral part layer 5,10.189206226081916,-0.0777278,False
1191f865-b10a-45c8-9c48-24a980fd9402,frontal_ctx,Orbital area ventrolateral part layer 5,5.952000275146861,0.0535028,False
1191f865-b10a-45c8-9c48-24a980fd9402,frontal_ctx,Orbital area ventrolateral part layer 5,9.278896206225264,-0.014564817,False
1191f865-b10a-45c8-9c48-24a980fd9402,frontal_ctx,Orbital area ventrolateral part layer 5,12.125747197578114,-0.13610975,False
1191f865-b10a-45c8-9c48-24a980fd9402,frontal_ctx,Orbital area ventrolateral part layer 5,10.58692293647818,-0.13915882,False
