session,group,n_units,rep,accuracy,shuffled
721123822,visual cortex,16,0,0.9665826330532212,0.24752100840336136
721123822,visual cortex,16,1,0.9565126050420169,0.23570028011204483
721123822,visual cortex,16,2,0.8210364145658262,0.23072829131652658
721123822,visual cortex,16,3,0.9564285714285715,0.2658823529411765
721123822,visual cortex,16,4,0.9130672268907564,0.2156442577030812
721123822,visual cortex,16,5,0.9748879551820728,0.2308963585434174
721123822,visual cortex,16,6,0.9732773109243696,0.2592436974789916
721123822,visual cortex,16,7,0.9481512605042017,0.23229691876750702
721123822,visual cortex,16,8,0.9096498599439776,0.24413165266106446
721123822,visual cortex,16,9,0.9430112044817929,0.24075630252100838
721123822,visual cortex,16,10,0.9782492997198879,0.3009663865546218
721123822,visual cortex,16,11,0.933109243697479,0.26921568627450976
721123822,visual cortex,16,12,0.9114145658263306,0.23750700280112044
721123822,visual cortex,16,13,0.9280952380952382,0.24075630252100838
721123822,visual cortex,16,14,0.9699439775910363,0.23088235294117648
721123822,visual cortex,32,0,0.9765966386554622,0.23903361344537818
721123822,visual cortex,32,1,0.9983333333333334,0.24400560224089637
721123822,visual cortex,32,2,0.9966526610644258,0.25925770308123247
721123822,visual cortex,32,3,0.9916386554621848,0.2859803921568628
721123822,visual cortex,32,4,0.9933053221288516,0.22242296918767507
721123822,visual cortex,32,5,0.9799159663865546,0.2691456582633053
721123822,visual cortex,32,6,0.9966386554621849,0.28766106442577033
721123822,visual cortex,32,7,0.9631232492997199,0.27595238095238095
721123822,visual cortex,32,8,0.9966386554621849,0.2223809523809524
721123822,visual cortex,32,9,0.9983193277310924,0.22565826330532218
721123822,visual cortex,32,10,0.9983193277310924,0.2323529411764706
721123822,visual cortex,32,11,0.9933193277310923,0.21903361344537814
721123822,visual cortex,32,12,0.9899439775910365,0.2407422969187675
721123822,visual cortex,32,13,0.9782492997198879,0.2792577030812325
721123822,visual cortex,32,14,0.9749439775910365,0.2591456582633053
732592105,visual cortex,1,0,0.443109243697479,0.230672268907563
732592105,visual cortex,1,1,0.3093977591036414,0.24418767507002803
732592105,visual cortex,1,2,0.4046078431372549,0.2542296918767507
732592105,visual cortex,1,3,0.31442577030812324,0.27259103641456583
732592105,visual cortex,1,4,0.32275910364145655,0.2358403361344538
732592105,visual cortex,1,5,0.40973389355742296,0.25921568627450975
732592105,visual cortex,1,6,0.3127591036414566,0.23072829131652658
732592105,visual cortex,1,7,0.294327731092437,0.25579831932773106
